,Task lang,Aux lang,Accuracy,Rank,Accuracy level,Overlap word-level,Transfer lang dataset size,Target lang dataset size,Transfer over target size ratio,Transfer lang TTR,Target lang TTR,Transfer target TTR distance,GENETIC,SYNTACTIC,FEATURAL,PHONOLOGICAL,INVENTORY,GEOGRAPHIC
873,kaz,slk,0.4702,30,30,0.0137631975867269,10604,1078,9.83673469387755,0.4130087201061381,0.6191198786039454,0.1108290247728366,1.0,0.1441,0.1298,0.3561,0.0,0.1958303644053408
874,kaz,bul,0.4683,31,29,0.0311085972850678,11138,1078,10.332096474953618,0.2891950325041875,0.6191198786039454,0.2839752879399665,1.0,0.3881,0.5495,1.0296,1.2922,0.17997289040778558
875,kaz,por,0.3908,55,5,0.0196078431372549,12078,1078,11.20408163265306,0.1985895453616555,0.6191198786039454,0.4613655445601022,1.0,0.6387,0.7798,0.8212,1.3016,0.6365682883639686
876,kaz,nld,0.4344,48,12,0.0154600301659125,13583,1078,12.600185528756958,0.2163749886307094,0.6191198786039454,0.4231658190710585,1.0,0.6038,0.7629,0.8786,1.3287,0.2387643298440656
877,kaz,eng,0.4712,29,31,0.0133861236802413,16622,1078,15.419294990723564,0.1746279711803919,0.6191198786039454,0.5154401205707689,1.0,0.6707,0.8116,1.0863,1.3375,0.2909282829645901
878,kaz,ita,0.3414,56,4,0.0188536953242835,14167,1078,13.141929499072356,0.2090539911907565,0.6191198786039454,0.4386900541838648,1.0,0.6235,0.7601,0.8437,1.2579,0.24414867013821506
879,kaz,cat,0.4639999999999999,35,25,0.018288084464555,16678,1078,15.471243042671617,0.1431069684669108,0.6191198786039454,0.5911367589238344,1.0,0.6028,0.759,1.0574,1.2875,0.30251686418282836
880,kaz,hin,0.4844,25,35,0.0107466063348416,16647,1078,15.442486085343228,0.072831563624156,0.6191198786039454,0.7785640120843368,1.0,0.6322,0.8083,1.1603,1.4001,0.15043979653267725
881,kaz,pol,0.4798,27,33,0.0105580693815987,17246,1078,15.998144712430427,0.4049278834815912,0.6191198786039454,0.1196897542613314,1.0,0.6516,0.8029,1.0279,1.273,0.18982084007166578
882,kaz,deu,0.4391,47,13,0.0218702865761689,15590,1078,14.461966604823749,0.2724193133980275,0.6191198786039454,0.3135881206203054,1.0,0.3991,0.5685,1.112,1.3198,0.22155810632291906
883,kaz,fro,0.4482,41,19,0.0009426847662141,17678,1078,16.398886827458256,0.0937745835963677,0.6191198786039454,0.7200127668323428,1.0,0.2452,0.1996,0.3561,0.0,0.2563563924539872
884,kaz,spa,0.445,43,17,0.0175339366515837,17680,1078,16.40074211502783,0.1474296839146102,0.6191198786039454,0.5804491770547718,1.0,0.4387,0.5666,1.2348,1.2476,0.5811234627137555
885,kaz,fra,0.4294,50,10,0.0214932126696832,16448,1078,15.257884972170686,0.2057620460579268,0.6191198786039454,0.4457617971071289,1.0,0.6344,0.8015,1.1603,1.3331,0.2875628136261225
886,kaz,fin,0.4405,46,14,0.0135746606334841,18723,1078,17.368274582560296,0.3189427368077481,0.6191198786039454,0.2350746180389387,1.0,0.6188,0.7685,1.0919,1.2827,0.16819834620089053
887,kaz,grc,0.4447,44,16,0.0001885369532428,17081,1078,15.84508348794063,0.1730742274014335,0.6191198786039454,0.5190499123074469,1.0,0.5755,0.5398,0.3561,0.0,0.20031676067161333
888,kaz,nor,0.4069,54,6,0.0167797888386123,20045,1078,18.59461966604824,0.1846147253241721,0.6191198786039454,0.4925387072821179,1.0,0.3485,0.5507,1.0279,1.3461,0.21302204960590032
889,kaz,ara,0.2962,57,3,0.0001885369532428,19738,1078,18.30983302411874,4.7672168034857886e-06,0.6191198786039454,0.9999846000795176,1.0,0.5514,0.5218,0.3561,0.0,0.1410297205119871
890,kaz,lao,0.4282,51,9,0.0003770739064856,18400,1078,17.068645640074212,0.1715984617000315,0.6191198786039454,0.5224902024442473,1.0,0.441,0.6001,0.7898,1.268,0.22571132823354215
891,kaz,est,0.4664,32,28,0.017156862745098,26197,1078,24.30148423005566,0.3337469262526225,0.6191198786039454,0.212459482645459,0.9744,0.4921,0.4783,0.3561,0.0,0.16356810672855238
892,kaz,kor,0.5558,3,57,0.0131975867269984,27363,1078,25.383116883116884,0.2977608806802764,0.6191198786039454,0.2694209926971693,1.0,0.6325,0.7651,1.0633,1.2579,0.23170523836103749
893,kaz,jpn,0.2473,59,1,0.0,57256,1078,53.11317254174397,0.0003197953309881,0.6191198786039454,0.9989672024764514,1.0,0.6229,0.7799,1.1925,1.2827,0.27273443019078647
894,kaz,rus,0.5266,9,51,0.0569381598793363,61889,1078,57.41094619666048,0.2241205920170711,0.6191198786039454,0.4070456571152091,1.0,0.6309,0.7832,1.0633,1.2423,0.11063194390848663
895,kaz,ces,0.5111,15,45,0.0220588235294117,87913,1078,81.55194805194805,0.1727176492441835,0.6191198786039454,0.5198801225780506,1.0,0.5795,0.7381,0.8123,1.2528,0.20207518840636302
896,hye,bxr,0.6763,1,53,0.0031790886612504,927,564,1.6436170212765957,0.6023336111441838,0.5479001354751306,0.0098702764256492,1.0,0.4717,0.628,1.1421,1.2579,0.19589074216889282
897,hye,kmr,0.6555,10,44,0.0010596962204168,754,564,1.3368794326241136,0.3877346961448728,0.5479001354751306,0.085454473552071,0.86,0.5415,0.5834,0.5019,0.4491,0.08035969518916566
898,hye,hsb,0.6585,7,47,0.0024726245143058,646,564,1.1453900709219855,0.5423194196193881,0.5479001354751306,0.0001037473484628,0.8337,0.6433,0.7756,1.1421,1.2579,0.16417529302915967
899,hye,kaz,0.6594,6,48,0.0047686329918756,1078,564,1.9113475177304964,0.6191198786039454,0.5479001354751306,0.0168965481501798,1.0,0.611,0.7553,1.0863,1.2579,0.12181433924490662
900,hye,swl,0.6298,25,29,0.0001766160367361,203,564,0.3599290780141844,0.4872907625542468,0.5479001354751306,0.0122370508805533,1.0,0.6433,0.7756,1.1421,1.2579,0.17094370045469112
901,hye,lit,0.6601,5,49,0.0010596962204168,263,564,0.4663120567375886,0.5654157163591126,0.5479001354751306,0.0010219891235992,0.7837,0.2838,0.3161,0.5011,0.4617,0.12895922687659506
902,hye,bel,0.636,20,34,0.0035323207347227,393,564,0.6968085106382979,0.5525618374558304,0.5479001354751306,7.239127007765058e-05,0.8136,0.3924,0.594,1.1421,1.2579,0.11036858620965734
903,hye,mar,0.616,33,21,0.0001766160367361,466,564,0.8262411347517731,0.5290718671000361,0.5479001354751306,0.0011809131112524,0.8485,0.3461,0.3759,0.6351,0.5141,0.21949163844759512
904,hye,cop,0.6223,29,25,0.0001766160367361,514,564,0.9113475177304964,0.4940717882085432,0.5479001354751306,0.0096520436092433,1.0,0.4421,0.4655,0.4587,0.7122,0.15241205652389989
905,hye,tam,0.6546,11,43,0.002649240551042,600,564,1.0638297872340423,0.5614149588826524,0.5479001354751306,0.0006084402484753,1.0,0.3467,0.3702,0.6244,0.5428,0.2216188716411623
906,hye,gle,0.6137,35,19,0.0022960084775697,1020,564,1.8085106382978724,0.3499300699300699,0.5479001354751306,0.1305558203779524,0.86,0.402,0.4192,0.5619,0.5056,0.21621710903463381
907,hye,hun,0.657,9,45,0.005298481102084,1800,564,3.191489361702128,0.4546198320061089,0.5479001354751306,0.0289852522980218,1.0,0.3011,0.3283,0.4813,0.448,0.13231316493113507
908,hye,tel,0.6201,30,24,0.0001766160367361,1328,564,2.354609929078014,0.3446196660482374,0.5479001354751306,0.1376538917403328,1.0,0.389,0.4328,0.552,0.5403,0.21868812305647595
909,hye,afr,0.5923,42,12,0.0035323207347227,1934,564,3.4290780141843973,0.203484865408243,0.5479001354751306,0.3951499949442147,0.86,0.7501,0.7592,0.9308,0.5847,0.4382212761641724
910,hye,vie,0.5672,48,6,0.0045920169551395,3000,564,5.319148936170213,0.1568043561492321,0.5479001354751306,0.5095225889317373,1.0,0.4678,0.4807,0.5671,0.5138,0.31621273346903755
911,hye,uig,0.6194,31,23,0.0035323207347227,3456,564,6.127659574468085,0.4374610522567435,0.5479001354751306,0.0406296208863504,1.0,0.5405,0.7259,1.2816,1.2579,0.2525276435740083
912,hye,ell,0.6458,17,37,0.0044154009184033,2521,564,4.469858156028369,0.2837253360022877,0.5479001354751306,0.2324769810485696,0.8337,0.3144,0.3444,0.4587,0.4991,0.11681382469735742
913,hye,sme,0.6319,22,32,0.0019427764040974,3122,564,5.535460992907802,0.4513223794042703,0.5479001354751306,0.0310707263173866,1.0,0.3669,0.5929,1.1421,1.2579,0.17635659522630376
914,hye,glg,0.6128,36,18,0.0056517131755563,3993,564,7.079787234042553,0.2302721876615389,0.5479001354751306,0.3360737574723399,0.8886,0.3539,0.3767,0.6244,0.4752,0.22653405756446535
915,hye,srp,0.6314,24,30,0.0045920169551395,3891,564,6.898936170212766,0.3111760696308725,0.5479001354751306,0.1866732149926224,0.86,0.5624,0.7369,1.3433,1.2579,0.13220715003011901
916,hye,got,0.6114,37,17,0.0001766160367361,5401,564,9.576241134751774,0.1811019353439708,0.5479001354751306,0.4481790753053377,0.7323,0.5577,0.728,1.1421,1.2579,0.11486932238757783
917,hye,tur,0.6288,26,28,0.0001766160367361,5635,564,9.99113475177305,0.5061541783632045,0.5479001354751306,0.0058053182048593,1.0,0.3044,0.3281,0.4947,0.4694,0.08607946842324143
918,hye,zho,0.6444,19,35,0.0003532320734722,4997,564,8.859929078014185,0.9869043288468534,0.5479001354751306,0.64199925138784,1.0,0.3758,0.4028,0.5187,0.5014,0.257400986421309
919,hye,urd,0.5004,50,4,0.0054750971388202,5130,564,9.095744680851064,0.1056406117958751,0.5479001354751306,0.6515557353621744,0.86,0.5518,0.6003,0.654,0.5283,0.173648092133503
920,hye,chu,0.5707,46,8,0.0001766160367361,6337,564,11.23581560283688,0.1959524016329366,0.5479001354751306,0.4126230934854673,0.8337,0.6433,0.7756,1.1421,1.2579,0.13119456925407344
921,hye,swe,0.627,28,26,0.0060049452490286,6026,564,10.684397163120568,0.2404336943809909,0.5479001354751306,0.3149144770846577,0.8485,0.3264,0.3777,0.6148,0.5478,0.1634955640895933
922,hye,dan,0.6276,27,27,0.0049452490286117,5512,564,9.77304964539007,0.2897915761056075,0.5479001354751306,0.2219228381852667,0.8485,0.3329,0.5768,1.1421,1.2579,0.17011520458911694
923,hye,ind,0.6543,12,42,0.0074178735429176,5593,564,9.916666666666666,0.2927781145801758,0.5479001354751306,0.2168168732997591,1.0,0.4822,0.4909,0.5011,0.3794,0.44074608035167023
924,hye,ukr,0.6661,3,51,0.0070646414694454,5873,564,10.413120567375886,0.4399821508255243,0.5479001354751306,0.0387958111926609,0.8337,0.3504,0.3816,0.6044,0.4431,0.09962291922840041
925,hye,fas,0.5626,49,5,0.0003532320734722,5997,564,10.632978723404255,0.15688157524207,0.5479001354751306,0.5093214055388491,0.86,0.3378,0.3362,0.4093,0.3017,0.10223279815988355
926,hye,heb,0.5864,43,11,0.0051218650653479,6216,564,11.02127659574468,0.4067013046511386,0.5479001354751306,0.0664139614280833,1.0,0.3705,0.4006,0.5807,0.4581,0.09130054784728285
927,hye,eus,0.6503,15,39,0.0051218650653479,8993,564,15.945035460992909,0.3519527880166261,0.5479001354751306,0.1279015954646293,0.9819,0.3687,0.3764,0.3945,0.4319,0.21972328349800693
928,hye,lav,0.6315,23,31,0.0042387848816672,7703,564,13.657801418439716,0.37546297265061,0.5479001354751306,0.0990510130367989,0.7837,0.3003,0.5267,0.4587,1.2579,0.13359243005780494
929,hye,slv,0.6579,8,46,0.0044154009184033,8000,564,14.184397163120568,0.3676498731122853,0.5479001354751306,0.1082303331853673,0.8337,0.3398,0.3602,0.5931,0.4287,0.1534333397820252
930,hye,hrv,0.6631,4,50,0.0056517131755563,8889,564,15.76063829787234,0.2981575694863614,0.5479001354751306,0.2077697530159642,0.86,0.611,0.6313,0.5931,0.3992,0.14578802088071385
931,hye,ron,0.6144,34,20,0.0063581773225008,9524,564,16.886524822695037,0.2570438554726763,0.5479001354751306,0.2818084913085568,0.8691,0.5067,0.5518,0.344,0.3589,0.11548269969375191
932,hye,slk,0.6509,14,40,0.0056517131755563,10604,564,18.80141843971631,0.4130087201061381,0.5479001354751306,0.0606130038931351,0.8337,0.6433,0.7756,1.1421,1.2579,0.14003263458587736
933,hye,bul,0.648,16,38,0.0060049452490286,11138,564,19.74822695035461,0.2891950325041875,0.5479001354751306,0.2229498450870031,0.8485,0.5334,0.5803,0.4813,0.476,0.11404691784080641
934,hye,por,0.6161,32,22,0.0079477216531261,12078,564,21.41489361702128,0.1985895453616555,0.5479001354751306,0.406462692041958,0.8886,0.3073,0.3484,0.6148,0.4695,0.5413743307956012
935,hye,nld,0.5991,40,14,0.005298481102084,13583,564,24.08333333333333,0.2163749886307094,0.5479001354751306,0.3661256338434893,0.8767,0.3121,0.3523,0.595,0.5056,0.18075794895756278
936,hye,eng,0.6451,18,36,0.0061815612857647,16622,564,29.47163120567376,0.1746279711803919,0.5479001354751306,0.4641393546738244,0.8767,0.374,0.3909,0.5011,0.4805,0.25605956427107646
937,hye,ita,0.4706,51,3,0.0067114093959731,14167,564,25.118794326241133,0.2090539911907565,0.5479001354751306,0.3824743196139854,0.8767,0.3105,0.3498,0.6044,0.4874,0.1606923710521743
938,hye,cat,0.6058,39,15,0.0063581773225008,16678,564,29.5709219858156,0.1431069684669108,0.5479001354751306,0.5458377023907148,0.8831,0.3329,0.3532,0.552,0.4261,0.22761525276647912
939,hye,hin,0.5816,44,10,0.0054750971388202,16647,564,29.51595744680851,0.072831563624156,0.5479001354751306,0.7518129213370093,0.86,0.3453,0.3581,0.4511,0.4865,0.2186596308350544
940,hye,pol,0.6707,2,52,0.0047686329918756,17246,564,30.57801418439716,0.4049278834815912,0.5479001354751306,0.0680927227508659,0.8337,0.3209,0.3562,0.5187,0.4887,0.13555609480729508
941,hye,deu,0.6072,38,16,0.0075944895796538,15590,564,27.641843971631207,0.2724193133980275,0.5479001354751306,0.2528016621060429,0.8485,0.5038,0.5571,0.4093,0.4562,0.15562121543794757
942,hye,fro,0.5677,47,7,0.0005298481102084,17678,564,31.343971631205672,0.0937745835963677,0.5479001354751306,0.6869878585791274,0.8934,0.5518,0.7248,1.1421,1.2579,0.19701135658254962
943,hye,spa,0.5952,41,13,0.0060049452490286,17680,564,31.347517730496453,0.1474296839146102,0.5479001354751306,0.534242137496441,0.8934,0.5485,0.5973,0.6879,0.4713,0.5005626700845102
944,hye,fra,,58,56,0.0079477216531261,16448,564,29.163120567375888,0.2057620460579268,0.5479001354751306,0.3899420190460312,0.8934,0.3562,0.3711,0.4511,0.4748,0.1988056751754451
945,hye,fin,,54,55,0.0051218650653479,18723,564,33.1968085106383,0.3189427368077481,0.5479001354751306,0.1746250520814345,1.0,0.3458,0.3477,0.5162,0.4401,0.15629623227804035
946,hye,grc,,55,54,0.0001766160367361,17081,564,30.2854609929078,0.1730742274014335,0.5479001354751306,0.4680113526606654,0.8136,0.3449,0.5699,1.1421,1.2579,0.13540184366114597
947,hye,nor,,56,58,0.0058283292122924,20045,564,35.540780141843975,0.1846147253241721,0.5479001354751306,0.4396358478593809,0.8337,0.4935,0.5623,0.5671,0.5586,0.1787989521698405
948,hye,ara,0.282,52,2,0.0001766160367361,19738,564,34.99645390070922,4.7672168034857886e-06,0.5479001354751306,0.9999825983030288,1.0,0.4421,0.6354,1.1421,1.2579,0.09336152816468761
949,hye,lao,0.5782,45,9,0.0003532320734722,18400,564,32.6241134751773,0.1715984617000315,0.5479001354751306,0.4717039190029049,1.0,0.4704,0.5058,0.6449,0.5222,0.29309470794864273
950,hye,est,0.6333,21,33,0.0070646414694454,26197,564,46.448581560283685,0.3337469262526225,0.5479001354751306,0.1527729125289186,0.9819,0.3746,0.5861,1.1421,1.2579,0.13715849876098057
951,hye,kor,0.653,13,41,0.005298481102084,27363,564,48.515957446808514,0.2977608806802764,0.5479001354751306,0.2084303163642531,1.0,0.3195,0.3602,0.6035,0.5084,0.31918122707817415
952,hye,jpn,0.1938,53,1,0.0,57256,564,101.51773049645392,0.0003197953309881,0.5479001354751306,0.9988329917001284,1.0,0.3081,0.3459,0.6035,0.4824,0.3634967689615481
953,hye,rus,,57,57,0.0088308018368067,61889,564,109.73226950354608,0.2241205920170711,0.5479001354751306,0.3492174984847033,0.8136,0.324,0.3416,0.4326,0.4389,0.14884063013319274
954,hye,ces,,59,59,0.0083009537265983,87913,564,155.8741134751773,0.1727176492441835,0.5479001354751306,0.4689022302719743,0.8485,0.2871,0.3195,0.5931,0.4572,0.1491285472121822
955,swl,bxr,0.7199,19,41,0.0012722646310432,927,203,4.566502463054187,0.6023336111441838,0.4872907625542468,0.0557369110393079,1.0,0.4427,0.4442,0.0,0.0,0.19330244011823175
956,swl,kmr,0.7092,27,33,0.0012722646310432,754,203,3.7142857142857135,0.3877346961448728,0.4872907625542468,0.0417406396578884,1.0,0.3273,0.5341,1.2118,1.3016,0.15723005168437637
957,swl,hsb,0.7376,10,50,0.0012722646310432,646,203,3.1822660098522166,0.5423194196193881,0.4872907625542468,0.0127526802676816,1.0,0.0,0.0,0.0,0.0,0.07181286586750651
958,swl,kaz,0.727,15,45,0.0012722646310432,1078,203,5.310344827586207,0.6191198786039454,0.4872907625542468,0.0731890858504666,1.0,0.1441,0.1298,0.3561,0.0,0.1894333974040176
959,swl,hye,0.7163,21,39,0.0012722646310432,564,203,2.778325123152709,0.5479001354751306,0.4872907625542468,0.0154704598893794,1.0,0.6433,0.7756,1.1421,1.2579,0.1709437004546914
960,swl,lit,0.7376,10,50,0.0012722646310432,263,203,1.2955665024630545,0.5654157163591126,0.4872907625542468,0.0257041466189555,1.0,0.6286,0.7814,1.0282,1.2827,0.05452144091725152
961,swl,bel,0.727,15,45,0.0012722646310432,393,203,1.935960591133005,0.5525618374558304,0.4872907625542468,0.0179417653448472,1.0,0.5576,0.528,0.0,0.0,0.07272951268857944
962,swl,mar,0.7340000000000001,14,46,0.0012722646310432,466,203,2.2955665024630543,0.5290718671000361,0.4872907625542468,0.0073516272137488,1.0,0.5965,0.7481,0.8425,1.3062,0.3196195538711229
963,swl,cop,0.7128,22,38,0.0012722646310432,514,203,2.5320197044334973,0.4940717882085432,0.4872907625542468,0.0001936486249627,1.0,0.5619,0.6854,1.03,1.0325,0.20727512124202033
964,swl,tam,0.7518,5,55,0.0012722646310432,600,203,2.955665024630542,0.5614149588826524,0.4872907625542468,0.0231389494895381,1.0,0.5836,0.7485,0.9271,1.3153,0.3281392794939454
965,swl,gle,0.7447,7,53,0.0012722646310432,1020,203,5.024630541871921,0.3499300699300699,0.4872907625542468,0.0794600047658578,1.0,0.6128,0.7756,0.9746,1.3287,0.09606642911178669
966,swl,hun,0.7057,29,31,0.0012722646310432,1800,203,8.866995073891626,0.4546198320061089,0.4872907625542468,0.0044951754946222,1.0,0.6621,0.7997,1.1766,1.2875,0.09284116528445902
967,swl,tel,0.6986,31,29,0.0012722646310432,1328,203,6.541871921182266,0.3446196660482374,0.4872907625542468,0.0857226603802807,1.0,0.5435,0.721,1.1421,1.3756,0.32001055956601565
968,swl,afr,0.6986,31,29,0.0012722646310432,1934,203,9.527093596059114,0.203484865408243,0.4872907625542468,0.3392083023526516,1.0,0.7036,0.766,1.2118,1.3565,0.5095444706176406
969,swl,vie,0.6809,36,24,0.0012722646310432,3000,203,14.77832512315271,0.1568043561492321,0.4872907625542468,0.4599714160427798,1.0,0.5399,0.7155,1.3455,1.3504,0.4155031945357332
970,swl,uig,0.727,15,45,0.0012722646310432,3456,203,17.02463054187192,0.4374610522567435,0.4872907625542468,0.0104568376951553,1.0,0.3309,0.2724,0.5541,0.0,0.31253206181824633
971,swl,ell,0.7553,4,56,0.0012722646310432,2521,203,12.41871921182266,0.2837253360022877,0.4872907625542468,0.1745145661201405,1.0,0.672,0.798,1.1515,1.237,0.15208062009310017
972,swl,sme,0.7128,22,38,0.0012722646310432,3122,203,15.379310344827584,0.4513223794042703,0.4872907625542468,0.0054483559678187,1.0,0.5137,0.4752,0.0,0.0,0.021454664282531268
973,swl,glg,0.7411,9,51,0.0025445292620865,3993,203,19.669950738916256,0.2302721876615389,0.4872907625542468,0.2781971426730064,1.0,0.5841,0.7452,0.9271,1.2779,0.1425869726614001
974,swl,srp,0.7128,22,38,0.0012722646310432,3891,203,19.167487684729064,0.3111760696308725,0.4872907625542468,0.1306215468378927,1.0,0.2941,0.2375,0.401,0.0,0.11109393820401517
975,swl,got,0.7092,27,33,0.0012722646310432,5401,203,26.60591133004926,0.1811019353439708,0.4872907625542468,0.3948228883620985,1.0,0.2969,0.2271,0.0,0.0,0.0941330422793564
976,swl,tur,0.6879,35,25,0.0025445292620865,5635,203,27.75862068965517,0.5061541783632045,0.4872907625542468,0.0014985261252757,1.0,0.6448,0.7993,1.1892,1.3153,0.14298295196377367
977,swl,zho,0.7376,10,50,0.0012722646310432,4997,203,24.61576354679803,0.9869043288468534,0.4872907625542468,1.0512163032527593,1.0,0.6499,0.781,1.2832,1.3108,0.31853547567039836
978,swl,urd,0.2908,58,2,0.0012722646310432,5130,203,25.27093596059113,0.1056406117958751,0.4872907625542468,0.6134151801529572,1.0,0.3386,0.5369,0.9005,1.3331,0.27939986327950095
979,swl,chu,0.7482,6,54,0.0012722646310432,6337,203,31.216748768472907,0.1959524016329366,0.4872907625542468,0.3574530341228227,1.0,0.0,0.0,0.0,0.0,0.10785236198740142
980,swl,swe,0.7128,22,38,0.0012722646310432,6026,203,29.68472906403941,0.2404336943809909,0.4872907625542468,0.2566343445562382,1.0,0.6214,0.7634,0.9005,1.3198,0.009967090222603616
981,swl,dan,0.6809,36,24,0.0114503816793893,5512,203,27.15270935960591,0.2897915761056075,0.4872907625542468,0.1642684898773243,1.0,0.6189,0.5448,0.0,0.0,0.04441341865713498
982,swl,ind,0.6667,41,19,0.0063613231552162,5593,203,27.55172413793104,0.2927781145801758,0.4872907625542468,0.1593379901990675,1.0,0.5255,0.6696,1.2006,1.263,0.5373205906910544
983,swl,ukr,0.7766,2,58,0.0012722646310432,5873,203,28.93103448275862,0.4399821508255243,0.4872907625542468,0.0094254924617657,1.0,0.5965,0.7342,0.8723,1.2579,0.09396601977260854
984,swl,fas,0.7837,1,59,0.0012722646310432,5997,203,29.541871921182267,0.15688157524207,0.4872907625542468,0.4597564938839159,1.0,0.6252,0.778,1.2237,1.2779,0.21333578179271662
985,swl,heb,0.7376,10,50,0.0012722646310432,6216,203,30.620689655172413,0.4067013046511386,0.4872907625542468,0.0273514346809085,1.0,0.6041,0.7375,0.9198,1.2261,0.1936885108744983
986,swl,eus,0.6915,33,27,0.0038167938931297,8993,203,44.30049261083744,0.3519527880166261,0.4872907625542468,0.0771370432455119,0.9819,0.6452,0.7809,1.2141,1.2779,0.13761208813072645
987,swl,lav,0.5532,53,7,0.0038167938931297,7703,203,37.94581280788177,0.37546297265061,0.4872907625542468,0.0526651258594764,1.0,0.6091,0.5933,1.1515,0.0,0.0464243521932641
988,swl,slv,0.6277,49,11,0.0089058524173027,8000,203,39.40886699507389,0.3676498731122853,0.4872907625542468,0.0602813415317643,1.0,0.6175,0.7592,0.8425,1.263,0.0982742025636243
989,swl,hrv,0.6525,45,15,0.0012722646310432,8889,203,43.78817733990148,0.2981575694863614,0.4872907625542468,0.1506465367472923,1.0,0.1441,0.4315,0.8425,1.2476,0.10314952925850326
990,swl,ron,0.6915,33,27,0.0025445292620865,9524,203,46.916256157635466,0.2570438554726763,0.4872907625542468,0.2232601708325218,1.0,0.4022,0.5521,1.0549,1.2779,0.10123000136032181
991,swl,slk,0.6277,49,11,0.0012722646310432,10604,203,52.23645320197044,0.4130087201061381,0.4872907625542468,0.023237602356604,1.0,0.0,0.0,0.0,0.0,0.079196353058336
992,swl,bul,0.7057,29,31,0.0012722646310432,11138,203,54.86699507389162,0.2891950325041875,0.4872907625542468,0.1652623300247664,1.0,0.4219,0.5666,1.0582,1.2922,0.11748306801640226
993,swl,por,0.6809,36,24,0.0025445292620865,12078,203,59.49753694581281,0.1985895453616555,0.4872907625542468,0.3510111179239361,1.0,0.6546,0.7913,0.9005,1.3016,0.481021443770055
994,swl,nld,0.6559999999999999,44,16,0.0076335877862595,13583,203,66.91133004926108,0.2163749886307094,0.4872907625542468,0.309095176147608,1.0,0.6259,0.7778,0.9525,1.3287,0.07870007295958292
995,swl,eng,0.5993,52,8,0.010178117048346,16622,203,81.88177339901478,0.1746279711803919,0.4872907625542468,0.4116954283040661,1.0,0.6843,0.823,1.2006,1.3375,0.2912536000928761
996,swl,ita,0.4929,55,5,0.0012722646310432,14167,203,69.78817733990148,0.2090539911907565,0.4872907625542468,0.3260263433492389,1.0,0.6521,0.7773,0.8723,1.2579,0.130412588275076
997,swl,cat,0.6454,47,13,0.0012722646310432,16678,203,82.1576354679803,0.1431069684669108,0.4872907625542468,0.4988896315717717,1.0,0.6228,0.7728,1.1421,1.2875,0.1517121317226027
998,swl,hin,0.7447,7,53,0.0012722646310432,16647,203,82.00492610837438,0.072831563624156,0.4872907625542468,0.7234144996124833,1.0,0.65,0.8214,1.2677,1.4001,0.3200202670587821
999,swl,pol,0.7199,19,41,0.0012722646310432,17246,203,84.95566502463055,0.4049278834815912,0.4872907625542468,0.0285684502226059,1.0,0.6755,0.8191,1.1101,1.273,0.06678555863599736
1000,swl,deu,0.6596,43,17,0.0038167938931297,15590,203,76.79802955665025,0.2724193133980275,0.4872907625542468,0.1944379655937341,1.0,0.4297,0.5873,1.2237,1.3198,0.08213873117153475
1001,swl,fro,0.727,15,45,0.0025445292620865,17678,203,87.08374384236453,0.0937745835963677,0.4872907625542468,0.6521519960137189,1.0,0.2969,0.2271,0.0,0.0,0.1028740771238751
1002,swl,spa,0.5355,54,6,0.0063613231552162,17680,203,87.0935960591133,0.1474296839146102,0.4872907625542468,0.48643689265633,1.0,0.4606,0.58,1.3012,1.2476,0.43472613676326777
1003,swl,fra,0.6489,46,14,0.0038167938931297,16448,203,81.02463054187191,0.2057620460579268,0.4872907625542468,0.3337867119456696,1.0,0.6489,0.813,1.2677,1.3331,0.18343461119831847
1004,swl,fin,0.6809,36,24,0.0012722646310432,18723,203,92.23152709359606,0.3189427368077481,0.4872907625542468,0.1193547474252565,1.0,0.6357,0.7818,1.2141,1.2827,0.0284038297257491
1005,swl,grc,0.7766,2,58,0.0012722646310432,17081,203,84.14285714285714,0.1730742274014335,0.4872907625542468,0.4157973464828456,1.0,0.6032,0.552,0.0,0.0,0.13347598727869633
1006,swl,nor,0.7128,22,38,0.005089058524173,20045,203,98.743842364532,0.1846147253241721,0.4872907625542468,0.385815544530264,1.0,0.3728,0.5641,1.1101,1.3461,0.02831836936651108
1007,swl,ara,0.0142,59,1,0.0012722646310432,19738,203,97.23152709359606,4.7672168034857886e-06,0.4872907625542468,0.9999804338852664,1.0,0.5658,0.5251,0.0,0.0,0.1920733040508492
1008,swl,lao,0.6809,36,24,0.0012722646310432,18400,203,90.64039408866996,0.1715984617000315,0.4872907625542468,0.4197122291983339,1.0,0.4697,0.6179,0.8723,1.268,0.40015327216244867
1009,swl,est,0.3972,56,4,0.0063613231552162,26197,203,129.04926108374383,0.3337469262526225,0.4872907625542468,0.0992860921122369,0.9819,0.5103,0.4834,0.0,0.0,0.03836386871573042
1010,swl,kor,0.6312,48,12,0.0012722646310432,27363,203,134.79310344827587,0.2977608806802764,0.4872907625542468,0.1512791328988548,1.0,0.654,0.7813,1.1892,1.2579,0.3633258088278053
1011,swl,jpn,0.3652,57,3,0.0,57256,203,282.04926108374383,0.0003197953309881,0.4872907625542468,0.9986878864974328,1.0,0.6448,0.796,1.3245,1.2827,0.38636684190794823
1012,swl,rus,0.6667,41,19,0.0012722646310432,61889,203,304.871921182266,0.2241205920170711,0.4872907625542468,0.2916734955751777,1.0,0.6508,0.796,1.1251,1.2423,0.16926569833348268
